------ Begin Next Fly'm ------


"Begin Fly'm (Tue May 04 16:05:02 2021)"
"Ions Flown Separately, Comp Quality(3)"
"Number of Ions to Fly = 10000"
"Changes:","Mass","Charge","X","Y","Z","KE","Azm","Elv","Time of Birth"
" ","NO ","NO ","NO ","NO ","NO ","NO ","YES","YES","NO "


"Ion N","Mass","X","Y","Z","Azm","Elv","Vx","Vy","Vz","KE"
279,28,164.787,143.738,150,90.4027,-1.05155,-0.185287,-0.483925,-26.3639,100.891
280,28,160.037,141.923,150,89.3423,-0.547876,0.302646,-0.252106,-26.3622,100.862
281,28,164.39,138.478,150,90.0259,0.071522,-0.011924,0.0329251,-26.376,100.946
282,28,165.92,143.1,150,90.547,-0.938653,-0.25169,-0.431945,-26.3626,100.878
283,28,163.184,135.222,150,89.6877,0.8637,0.143692,0.39748,-26.3655,100.891
284,28,159.785,141.24,150,89.1365,-0.568426,0.397361,-0.261582,-26.3629,100.878
285,28,165.532,135.728,150,90.2257,0.475675,-0.103843,0.218885,-26.3643,100.864
286,28,168.758,140.094,150,90.4799,-0.0615795,-0.220893,-0.0283435,-26.3709,100.913
287,28,165.799,138.013,150,90.1362,0.126467,-0.0626608,0.0581967,-26.3659,100.869
288,28,162.617,135.753,150,89.8102,0.444523,0.0873274,0.204549,-26.3642,100.862
289,28,161.043,142.767,150,89.6435,-0.447248,0.16402,-0.205785,-26.3616,100.845
290,28,160.162,138.682,150,89.0118,0.594886,0.454724,0.273762,-26.3622,100.88
291,28,167.64,141.333,150,90.933,-0.747238,-0.429304,-0.34386,-26.3611,100.875
292,28,166.512,142.405,150,90.7224,-0.939781,-0.332387,-0.432446,-26.3605,100.87
293,28,168.025,141.545,150,90.4185,-0.276645,-0.192587,-0.127298,-26.3636,100.858
294,28,165.489,142.754,150,90.1321,-0.310919,-0.0608092,-0.143078,-26.3659,100.871
295,28,167.34,137.501,150,90.7339,0.627464,-0.337684,0.288729,-26.3615,100.863
296,28,159.336,138.838,150,89.4599,0.165037,0.248525,0.0759493,-26.366,100.878
297,28,168.456,140.208,150,90.4165,-0.0740473,-0.191674,-0.0340804,-26.3698,100.903
298,28,169.22,139.717,150,90.6561,0.0185168,-0.301994,0.0085236,-26.3725,100.931
299,28,163.434,144.097,150,89.699,-1.00464,0.138501,-0.462343,-26.3649,100.894
300,28,169.243,140.166,150,90.882,-0.166289,-0.405999,-0.0765471,-26.3716,100.936
301,28,168.65,140.888,150,90.5169,-0.207766,-0.237876,-0.0956127,-26.366,100.878
302,28,169.207,139.555,150,90.8684,0.144207,-0.399743,0.0663807,-26.3711,100.932
303,28,167.824,141.227,150,90.9449,-0.68747,-0.434791,-0.316357,-26.3612,100.874
304,28,163.686,140.068,150,89.9809,-0.0442895,0.00877196,-0.0203914,-26.3796,100.973
305,28,168.988,139.907,150,91.1547,-0.0256068,-0.531577,-0.0117894,-26.3737,100.968
306,28,162.062,135.942,150,89.5298,0.714764,0.216362,0.328909,-26.3632,100.87
307,28,169.272,139.721,150,90.6962,0.0235473,-0.320487,0.0108395,-26.3729,100.936
308,28,161.687,142.706,150,89.7746,-0.346976,0.103714,-0.159659,-26.3638,100.857
309,28,164.604,135.333,150,90.0912,0.48453,-0.0419826,0.222992,-26.3682,100.892
310,28,165.86,135.957,150,90.2606,0.451794,-0.119889,0.207892,-26.3637,100.86
311,28,161.346,136.916,150,89.7095,0.312155,0.133661,0.143631,-26.3627,100.849
312,28,162.771,135.8,150,89.8433,0.411024,0.072095,0.189145,-26.3658,100.873
313,28,163.982,144.39,150,89.8668,-1.118,0.0612955,-0.514617,-26.3698,100.937
314,28,167.725,140.132,150,90.2992,-0.0569817,-0.137717,-0.0262261,-26.3703,100.904
315,28,159.628,140.551,150,88.9622,-0.497886,0.477568,-0.229131,-26.3629,100.886
316,28,165.348,143.812,150,90.3684,-0.864001,-0.169536,-0.397601,-26.3642,100.881
317,28,165.479,143.431,150,90.1671,-0.439623,-0.076889,-0.202293,-26.3641,100.861
318,28,169.001,139.879,150,91.1313,0.057052,-0.520765,0.0262645,-26.3716,100.951
319,28,161.538,140.962,150,89.8231,-0.12726,0.0814006,-0.058569,-26.3692,100.894
320,28,159.028,140.727,150,89.2713,-0.279213,0.335334,-0.128496,-26.3655,100.884
321,28,164.986,135.483,150,90.3988,0.903571,-0.183491,0.415814,-26.3641,100.884
322,28,168.727,140.088,150,90.4713,-0.0601966,-0.216916,-0.0277066,-26.3706,100.91
323,28,164.515,137.116,150,90.0416,0.192986,-0.0191286,0.088825,-26.3712,100.909
324,28,163.56,136.752,150,89.9621,0.232591,0.017463,0.107051,-26.3704,100.904
325,28,158.929,140.566,150,89.2394,-0.249815,0.350057,-0.114976,-26.3676,100.901
326,28,168.411,139.493,150,90.41,0.0258872,-0.188712,0.0119149,-26.3704,100.908
327,28,159.988,141.214,150,89.616,-0.211047,0.176707,-0.0971122,-26.3636,100.856
328,28,159.506,141.411,150,89.3727,-0.380725,0.288667,-0.175198,-26.3638,100.868
329,28,168.347,140.922,150,90.9323,-0.52497,-0.429013,-0.241585,-26.3626,100.878
330,28,159.022,139.088,150,89.2766,0.2072,0.332932,0.0953596,-26.367,100.894
331,28,160.427,141.482,150,89.6757,-0.225473,0.14922,-0.103753,-26.3644,100.861
332,28,162.093,135.804,150,89.6122,0.628517,0.178438,0.289209,-26.3627,100.86
333,28,160.284,142.239,150,89.503,-0.464142,0.228663,-0.213568,-26.3622,100.854
334,28,167.816,138.339,150,90.8948,0.594618,-0.411729,0.273624,-26.3615,100.869
335,28,167.318,142.576,150,90.5486,-0.610337,-0.252393,-0.280837,-26.3615,100.855
336,28,161.85,138.41,150,89.8416,0.0940264,0.0728917,0.0432742,-26.3694,100.895
337,28,163.457,143.599,150,89.584,-1.14378,0.191438,-0.526383,-26.3641,100.899
338,28,164.367,135.073,150,90.2355,0.976044,-0.108399,0.449221,-26.3674,100.91
339,28,160.114,141.14,150,89.6445,-0.190728,0.163609,-0.087766,-26.3647,100.864
340,28,160.908,137.479,150,89.2301,0.700259,0.354238,0.322238,-26.3621,100.872
341,28,164.637,135.091,150,90.119,0.575105,-0.0547877,0.264685,-26.3688,100.9
342,28,165.989,137.934,150,90.1551,0.138551,-0.0713631,0.0637603,-26.367,100.877
343,28,164.478,134.862,150,90.1547,0.780553,-0.0711896,0.359281,-26.371,100.926
344,28,158.759,139.744,150,89.0638,0.0807778,0.430919,0.0371834,-26.3707,100.932
345,28,168.428,138.372,150,90.7097,0.373535,-0.326575,0.171897,-26.3645,100.877
346,28,159.899,137.908,150,89.3993,0.379937,0.276418,0.17483,-26.3631,100.862
347,28,166.734,138.751,150,90.2042,0.0726562,-0.0939914,0.0334399,-26.3701,100.901
348,28,159.805,141.316,150,89.1578,-0.567538,0.38753,-0.26117,-26.3627,100.875
349,28,164.447,137.456,150,90.0339,0.158866,-0.0156115,0.0731217,-26.3716,100.912
350,28,162.579,143.226,150,89.4776,-1.02603,0.240353,-0.472152,-26.3622,100.88
351,28,167.287,137.514,150,90.346,0.263058,-0.159209,0.121042,-26.3632,100.853
352,28,162.872,135.848,150,89.493,0.961102,0.233264,0.442273,-26.3625,100.878
353,28,168.486,138.998,150,90.4533,0.106927,-0.20862,0.0492097,-26.3676,100.888
354,28,166.074,136.581,150,90.6691,0.835106,-0.30787,0.384279,-26.3613,100.868
355,28,160.089,140.992,150,88.9994,-0.65894,0.460402,-0.303235,-26.3615,100.878
356,28,159.99,138.212,150,89.19,0.519056,0.372712,0.23886,-26.3631,100.875
357,28,162.538,143.483,150,89.5353,-0.947598,0.213824,-0.436055,-26.3624,100.875
358,28,159.681,140.727,150,89.0003,-0.531489,0.460024,-0.244601,-26.3638,100.891
359,28,160.106,137.721,150,89.4916,0.339968,0.233933,0.15643,-26.3622,100.851
360,28,167.33,138.71,150,90.2715,0.0916543,-0.124962,0.0421809,-26.3682,100.888
361,28,162.023,143.609,150,89.6605,-0.658237,0.156237,-0.302893,-26.3635,100.866
362,28,167.616,137.509,150,90.6596,0.525238,-0.303513,0.241694,-26.3628,100.866
363,28,164.967,142.595,150,90.6392,-1.24234,-0.294083,-0.571699,-26.3606,100.887
364,28,161.526,137.745,150,89.7925,0.173167,0.0954812,0.079687,-26.3658,100.869
365,28,159.802,140.705,150,88.9688,-0.562951,0.474538,-0.259081,-26.3635,100.892
366,28,158.796,139.577,150,89.3282,0.0569688,0.309215,0.0262223,-26.371,100.921
367,28,168.005,137.972,150,90.4687,0.269944,-0.215656,0.124216,-26.3638,100.86
368,28,165.706,135.757,150,90.439,0.736069,-0.202013,0.338716,-26.3635,100.872
369,28,163.765,144.591,150,89.9286,-0.806121,0.0328498,-0.371057,-26.3714,100.93
370,28,165.461,136.205,150,90.6094,0.942792,-0.280424,0.433852,-26.3624,100.879
371,28,162.09,137.315,150,89.8357,0.202708,0.0756124,0.093284,-26.3666,100.875
372,28,162.97,140.346,150,89.9348,-0.065616,0.0300181,-0.030205,-26.3749,100.937
373,28,162.319,137.007,150,89.8488,0.233564,0.0695608,0.107474,-26.3644,100.858
374,28,162.128,143.618,150,89.6166,-0.748235,0.176417,-0.344306,-26.363,100.867
375,28,163.34,143.776,150,89.6139,-1.07368,0.177682,-0.494137,-26.3653,100.903
376,28,167.021,138.737,150,90.2349,0.0802697,-0.108101,0.0369416,-26.3684,100.889
377,28,162.653,135.536,150,89.7844,0.513425,0.0991949,0.236255,-26.364,100.863
378,28,168.466,138.408,150,90.565,0.256895,-0.259995,0.118217,-26.3648,100.871
379,28,165.124,135.24,150,90.268,0.686286,-0.123318,0.315822,-26.3654,100.881
380,28,162.265,136.811,150,89.245,0.960418,0.34738,0.441936,-26.3599,100.868
381,28,159.908,141.705,150,89.5275,-0.333094,0.217439,-0.153274,-26.3636,100.861
382,28,159.127,139.738,150,89.492,-0.0011999,0.233846,-0.000552312,-26.3721,100.923
383,28,165.802,137.137,150,90.1598,0.221758,-0.0735353,0.102044,-26.3649,100.862
384,28,161.537,142.996,150,89.4506,-0.811034,0.252799,-0.373205,-26.3622,100.869
385,28,161.384,138.061,150,89.0384,0.881456,0.442458,0.405616,-26.3598,100.873
386,28,168.957,140.736,150,90.655,-0.23838,-0.301413,-0.109705,-26.3662,100.885
387,28,160.513,139.658,150,89.7312,-0.00681033,0.1237,-0.00313465,-26.3717,100.915
388,28,165.935,141.479,150,90.1422,-0.171376,-0.0654516,-0.0788634,-26.3661,100.871
389,28,161.782,142.329,150,89.254,-1.03173,0.343257,-0.474779,-26.3611,100.881
390,28,166.117,138.633,150,90.1518,0.073604,-0.0698594,0.0338765,-26.3704,100.903
391,28,164.638,135.652,150,90.0807,0.406256,-0.0371376,0.186968,-26.3682,100.891
392,28,168.56,138.523,150,90.712,0.338611,-0.327663,0.155825,-26.3645,100.876
393,28,159.532,140.619,150,89.0033,-0.479404,0.458657,-0.220635,-26.3645,100.895
394,28,167.433,137.194,150,90.555,0.47946,-0.255391,0.220621,-26.3625,100.858
395,28,168.309,138.186,150,90.6634,0.375236,-0.305254,0.172672,-26.3635,100.867
396,28,166.768,142.808,150,90.5791,-0.768396,-0.266473,-0.353575,-26.3616,100.863
397,28,164.083,134.734,150,90.0249,0.744858,-0.0114735,0.34289,-26.3742,100.948
398,28,169.138,140.413,150,90.8049,-0.222359,-0.370436,-0.102343,-26.3683,100.907
399,28,164.432,137.622,150,90.0319,0.14424,-0.0146794,0.0663917,-26.3723,100.917
400,28,165.002,135.17,150,90.2502,0.703143,-0.115136,0.323577,-26.3652,100.879
401,28,160.281,141.65,150,89.6381,-0.264926,0.166537,-0.121906,-26.364,100.86
402,28,159.702,139.391,150,89.6108,0.0368267,0.179122,0.0169491,-26.3691,100.897
403,28,166.619,136.67,150,90.3179,0.367175,-0.146263,0.168945,-26.3623,100.847
404,28,167.991,138.271,150,90.8347,0.531424,-0.384099,0.244554,-26.3631,100.877
405,28,166.992,138.39,150,91.0092,0.820028,-0.464339,0.377351,-26.3599,100.873
406,28,162.898,142.85,150,89.9035,-0.309729,0.0443938,-0.142543,-26.3683,100.889
407,28,160.962,142.352,150,89.6928,-0.341192,0.141372,-0.156992,-26.3628,100.85
408,28,160.295,138.406,150,89.0656,0.631076,0.429931,0.290401,-26.3611,100.87
409,28,166.726,139.015,150,90.1999,0.0477283,-0.0919987,0.0219667,-26.3699,100.9
410,28,161.839,137.041,150,89.7956,0.250735,0.0940665,0.115374,-26.364,100.857
411,28,166.11,142.246,150,90.7629,-1.07426,-0.351002,-0.494347,-26.3605,100.88
412,28,168.12,137.942,150,90.5544,0.336612,-0.255091,0.15489,-26.3627,100.856
413,28,159.794,141.217,150,89.5746,-0.22842,0.195752,-0.105109,-26.364,100.86
414,28,159.127,139.001,150,89.2187,0.274999,0.359578,0.12656,-26.3661,100.89
415,28,162.579,143.568,150,89.5575,-0.931789,0.203606,-0.428783,-26.3628,100.876
416,28,167.941,138.161,150,90.4116,0.211305,-0.189397,0.0972332,-26.3642,100.861
417,28,166.683,140.243,150,90.189,-0.0625706,-0.0870069,-0.0287998,-26.3718,100.914
418,28,168.808,140.401,150,90.512,-0.118658,-0.235618,-0.0546104,-26.3685,100.896
419,28,167.461,140.386,150,90.271,-0.0827567,-0.124702,-0.0380863,-26.3684,100.889
420,28,163.978,143.497,150,89.998,-0.386849,0.000933985,-0.178063,-26.3723,100.921
421,28,164.259,135.089,150,90.2312,1.03017,-0.10639,0.474161,-26.3688,100.924
422,28,162.743,144.05,150,89.7533,-0.698677,0.113503,-0.321517,-26.3648,100.876
423,28,168.287,138.133,150,90.5981,0.331923,-0.275236,0.15274,-26.3638,100.866
424,28,164.198,134.762,150,90.0586,0.742937,-0.026966,0.341987,-26.3727,100.937
425,28,160.125,139.203,150,88.8798,0.565986,0.515466,0.260465,-26.3615,100.882
426,28,165.624,135.999,150,90.5355,0.850312,-0.246415,0.391288,-26.3627,100.875
427,28,159.022,139.607,150,89.0013,0.22746,0.459671,0.104694,-26.3678,100.914
428,28,169.058,140.455,150,90.8448,-0.266869,-0.388782,-0.122824,-26.3667,100.898
429,28,159.865,140.697,150,88.9537,-0.578274,0.481477,-0.266131,-26.3631,100.891
430,28,164.687,144.303,150,90.127,-0.651962,-0.0584388,-0.300061,-26.3687,100.903
431,28,158.875,139.857,150,88.9356,0.0464072,0.489968,0.021364,-26.3721,100.95
432,28,163.435,135.551,150,89.926,0.427577,0.0340726,0.196782,-26.3685,100.893
433,28,164.706,134.985,150,90.1921,0.729371,-0.088402,0.33569,-26.3686,100.905
434,28,167.203,140.424,150,90.2427,-0.0838806,-0.111694,-0.0386042,-26.3688,100.892
435,28,165.584,135.782,150,90.2276,0.464787,-0.104732,0.213879,-26.3648,100.867
436,28,164.595,136.718,150,90.0526,0.238999,-0.0242052,0.109996,-26.3694,100.896
437,28,159.725,140.751,150,88.9981,-0.546681,0.461063,-0.25159,-26.3634,100.889
438,28,159.334,140.909,150,89.1614,-0.419849,0.385911,-0.19322,-26.3649,100.887
439,28,163.229,135.391,150,89.6241,0.947584,0.172967,0.436105,-26.3662,100.902
440,28,159.736,139.553,150,88.8616,0.445843,0.523915,0.205198,-26.3645,100.903
441,28,163.63,139.544,150,89.9774,-0.00706853,0.0103993,-0.00325443,-26.3796,100.973
442,28,164.654,135.175,150,90.1127,0.541233,-0.0518819,0.249088,-26.368,100.893
443,28,160.162,137.606,150,89.4258,0.417355,0.2642,0.19204,-26.3621,100.854
444,28,164.254,135.703,150,90.0305,0.380725,-0.0140165,0.175233,-26.3706,100.908
445,28,162.153,135.752,150,89.6631,0.579449,0.155015,0.266642,-26.3642,100.868
446,28,167.154,138.909,150,90.2454,0.0657741,-0.112937,0.0302708,-26.3686,100.891
447,28,166.965,136.76,150,90.5348,0.553296,-0.246086,0.25459,-26.3617,100.854
448,28,160.44,142.239,150,89.5841,-0.392509,0.191342,-0.180603,-26.3621,100.848
449,28,169.202,139.465,150,90.7777,0.127219,-0.357974,0.0585583,-26.3705,100.922
450,28,163.892,134.732,150,89.9628,0.800478,0.0171355,0.36848,-26.373,100.942
451,28,158.776,140.188,150,89.1077,-0.182997,0.410734,-0.08424,-26.3719,100.939
452,28,160.415,142.343,150,89.4286,-0.56831,0.262934,-0.261504,-26.362,100.858
453,28,163.445,143.792,150,89.626,-1.0957,0.172113,-0.504278,-26.3657,100.907
454,28,168.422,139.255,150,90.4259,0.0617302,-0.195987,0.0284101,-26.3685,100.893
455,28,160.158,140.564,150,89.679,-0.109396,0.14775,-0.0503462,-26.3682,100.889
456,28,163.764,144.468,150,89.9522,-0.679981,0.0220097,-0.312988,-26.3714,100.924
457,28,161.842,143.402,150,89.7089,-0.52859,0.133929,-0.243228,-26.3632,100.858
458,28,159.872,138.887,150,89.6178,0.101058,0.17591,0.0465078,-26.3675,100.885
459,28,161.481,143.03,150,89.7001,-0.453178,0.138,-0.208517,-26.3622,100.848
460,28,160.129,137.855,150,89.5567,0.273956,0.203961,0.126059,-26.3634,100.857
461,28,168.656,140.951,150,90.8262,-0.423033,-0.380191,-0.194684,-26.3649,100.886
462,28,161.653,143.163,150,89.4967,-0.789805,0.231594,-0.363429,-26.3619,100.864
463,28,160.169,141.871,150,89.2728,-0.621559,0.334585,-0.286017,-26.3621,100.867
464,28,161.692,142.975,150,89.4317,-0.867759,0.261498,-0.399306,-26.3618,100.869
465,28,167.074,137.359,150,90.739,0.686104,-0.340045,0.315724,-26.3623,100.871
466,28,165.119,140.282,150,90.0711,-0.0607636,-0.032753,-0.027972,-26.3755,100.942
467,28,164.088,135.28,150,90.013,0.470637,-0.00599545,0.216629,-26.372,100.921
468,28,165.542,142.667,150,90.6357,-1.12497,-0.292499,-0.517681,-26.3609,100.881
469,28,163.663,135.217,150,89.9479,0.501973,0.0239997,0.231041,-26.3706,100.911
470,28,166.881,136.883,150,90.623,0.645469,-0.286666,0.297015,-26.3622,100.864
471,28,159.589,140.746,150,89.0276,-0.506788,0.447488,-0.23323,-26.3637,100.888
472,28,162.292,140.603,150,89.8865,-0.0888166,0.0522333,-0.040879,-26.3711,100.908
473,28,168.893,140.073,150,91.0727,-0.280052,-0.49373,-0.128903,-26.3673,100.916
474,28,167.453,137.516,150,90.3836,0.287515,-0.176508,0.132294,-26.3627,100.85
475,28,163.987,144.45,150,89.9041,-1.10994,0.0441551,-0.510935,-26.3715,100.949
476,28,164.716,144.299,150,90.2267,-0.854328,-0.104349,-0.393189,-26.3672,100.902
477,28,159.493,140.067,150,88.8555,-0.413413,0.526701,-0.190269,-26.364,100.899
478,28,163.742,134.976,150,89.8069,0.99399,0.0888963,0.457527,-26.3701,100.931
479,28,159.314,138.688,150,89.278,0.306438,0.332238,0.141025,-26.3656,100.884
480,28,164.178,140.71,150,90.0113,-0.0916241,-0.00518928,-0.0421812,-26.3774,100.956
481,28,163.837,138.286,150,89.9893,0.0857175,0.00492962,0.0394598,-26.3759,100.945
482,28,161.834,137.114,150,89.7989,0.240349,0.0925475,0.110596,-26.3642,100.858
483,28,166.168,136.481,150,90.249,0.349921,-0.114594,0.161013,-26.3635,100.855
484,28,161.362,140.726,150,89.8109,-0.107428,0.0870435,-0.0494435,-26.3702,100.902
485,28,167.463,142.386,150,90.6036,-0.625672,-0.277728,-0.287893,-26.3612,100.855
486,28,164.978,137.681,150,90.0732,0.143789,-0.0337113,0.0661792,-26.3705,100.904
487,28,163.123,141.545,150,89.9394,-0.164188,0.0278698,-0.0755662,-26.3698,100.898
488,28,164.165,135.628,150,90.3863,1.17141,-0.177733,0.539091,-26.3636,100.897
489,28,166.517,138.091,150,90.2012,0.135699,-0.0925948,0.0624445,-26.3656,100.867
490,28,161.623,143.34,150,89.6229,-0.619463,0.173498,-0.285034,-26.362,100.854
491,28,164.032,144.371,150,89.9022,-1.16172,0.0450319,-0.534758,-26.3704,100.944
492,28,160.655,138.235,150,89.7033,0.151835,0.136533,0.069865,-26.3636,100.853
493,28,163.14,135.485,150,89.8788,0.45675,0.0557735,0.210203,-26.3677,100.888
494,28,166.584,143.186,150,90.4177,-0.625788,-0.192209,-0.287946,-26.3619,100.855
495,28,163.716,144.545,150,89.8957,-0.863344,0.0479973,-0.397386,-26.3704,100.926
496,28,166.876,137.126,150,90.3077,0.293877,-0.141574,0.135223,-26.3632,100.853
497,28,163.68,135.241,150,89.9513,0.493406,0.0223974,0.2271,-26.3708,100.913
498,28,164.852,136.355,150,90.6228,1.13342,-0.286559,0.521563,-26.3608,100.88
499,28,160.055,141.211,150,89.0718,-0.653945,0.427096,-0.300935,-26.362,100.877
500,28,163.786,135.333,150,89.9698,0.460799,0.0139113,0.21209,-26.3707,100.911
501,28,164.224,135.029,150,90.0405,0.559858,-0.018662,0.257689,-26.3709,100.916
502,28,164.339,144.258,150,90.2351,-1.0237,-0.108202,-0.471176,-26.3685,100.921
503,28,163.509,143.867,150,89.9403,-0.476321,0.0274677,-0.21922,-26.3689,100.898
504,28,162.91,142.137,150,89.9179,-0.222188,0.0378087,-0.10226,-26.3698,100.899
505,28,166.052,142.126,150,90.1681,-0.244791,-0.0773354,-0.112648,-26.3661,100.872
506,28,168.333,141.572,150,90.6616,-0.451228,-0.304424,-0.207639,-26.3632,100.867
507,28,164.089,135.186,150,90.014,0.499513,-0.00644983,0.229926,-26.3726,100.927
508,28,165.624,135.596,150,90.298,0.581451,-0.137131,0.267559,-26.3638,100.865
509,28,161.013,136.75,150,89.5545,0.466346,0.204964,0.214577,-26.3618,100.849
510,28,160.923,142.368,150,89.6835,-0.348956,0.14561,-0.160564,-26.3625,100.849
511,28,168.204,138.11,150,90.5175,0.279403,-0.238119,0.128565,-26.3628,100.855
512,28,160.921,141.644,150,89.1082,-0.882577,0.410299,-0.406127,-26.36,100.871
513,28,167.486,141.174,150,90.297,-0.17658,-0.136657,-0.0812552,-26.3648,100.863
514,28,162.095,136.409,150,89.788,0.337813,0.0975619,0.155446,-26.3644,100.861
515,28,160.612,137.182,150,89.4211,0.511199,0.266373,0.235227,-26.3625,100.86
516,28,165.777,136.087,150,90.223,0.398734,-0.102609,0.183479,-26.3642,100.861
517,28,168.453,138.781,150,90.4711,0.145885,-0.216811,0.0671344,-26.3659,100.875
518,28,164.245,143.619,150,90.3955,-1.20722,-0.182007,-0.555582,-26.3639,100.902
519,28,167.226,138.215,150,90.2807,0.148591,-0.12918,0.0683742,-26.3643,100.858
520,28,165.435,143.926,150,90.2457,-0.641485,-0.113071,-0.295197,-26.3649,100.875
521,28,167.733,138.086,150,90.8365,0.59216,-0.384913,0.272493,-26.3619,100.87
522,28,168.477,140.889,150,90.4618,-0.1877,-0.212504,-0.0863762,-26.3655,100.872
523,28,161.349,137.508,150,89.7586,0.211235,0.111067,0.0972016,-26.3647,100.862
524,28,162.773,143.812,150,89.8366,-0.523601,0.075194,-0.240951,-26.3655,100.874
525,28,169.241,139.568,150,90.7933,0.0980853,-0.365154,0.0451476,-26.3701,100.919
526,28,167.536,137.903,150,90.8154,0.635216,-0.375194,0.29231,-26.3623,100.873
527,28,159.999,141.922,150,89.3684,-0.519373,0.290619,-0.238994,-26.3628,100.865
528,28,168.785,140.459,150,90.9613,-0.373148,-0.442428,-0.171743,-26.3665,100.905
529,28,166.765,136.816,150,90.629,0.671164,-0.289397,0.308835,-26.3617,100.862
530,28,169.194,139.427,150,90.7569,0.130479,-0.348365,0.060059,-26.3707,100.922
531,28,168.479,140.161,150,91.1263,-0.432667,-0.518346,-0.199141,-26.3656,100.91
532,28,162.717,137.766,150,89.9043,0.140347,0.0440264,0.0645941,-26.3701,100.901
533,28,168.963,139.073,150,90.6696,0.179884,-0.308179,0.082789,-26.3676,100.896
534,28,160.947,136.896,150,89.4237,0.576264,0.265177,0.265163,-26.362,100.858
535,28,160.789,142.699,150,89.4971,-0.585873,0.231373,-0.269572,-26.361,100.849
536,28,165.588,135.687,150,90.427,0.754581,-0.196495,0.347236,-26.3636,100.873
537,28,161.878,143.509,150,89.6668,-0.610066,0.153312,-0.28071,-26.3621,100.853
538,28,167.398,137.206,150,90.4526,0.384184,-0.208254,0.176772,-26.3619,100.848
539,28,165.303,143.968,150,90.3128,-0.795308,-0.143927,-0.365998,-26.3652,100.885
540,28,161.977,138.32,150,89.8506,0.100676,0.0687453,0.0463328,-26.3685,100.888
541,28,159.067,139.835,150,88.8823,0.167787,0.51447,0.0772341,-26.3688,100.929
542,28,168.02,137.856,150,90.5247,0.329044,-0.24143,0.151403,-26.3621,100.85
543,28,164.623,139.916,150,90.0385,-0.0335189,-0.0177038,-0.0154319,-26.3786,100.965
544,28,161.458,142.538,150,89.7552,-0.332506,0.112634,-0.153,-26.3637,100.856
545,28,163.995,144.599,150,89.999,-0.748694,0.00048029,-0.344655,-26.3741,100.948
546,28,163.888,144.617,150,89.9498,-0.89583,0.0230854,-0.412368,-26.3722,100.941
547,28,164.292,135.234,150,90.284,1.05556,-0.130699,0.485818,-26.367,100.912
548,28,160.799,140.733,150,89.7545,-0.116196,0.112991,-0.0534775,-26.3691,100.895
549,28,169.202,140.055,150,90.9647,-0.145506,-0.44405,-0.0669766,-26.3694,100.924
550,28,169.107,140.521,150,90.7219,-0.213432,-0.332224,-0.0982326,-26.3683,100.904
551,28,165.328,143.357,150,90.1407,-0.407502,-0.0647449,-0.187525,-26.3659,100.873
552,28,165.697,135.729,150,90.4264,0.724121,-0.196202,0.333217,-26.3636,100.871
553,28,159.293,139.682,150,89.5354,0.00443628,0.213851,0.00204194,-26.3714,100.916
554,28,168.426,139.275,150,90.4256,0.0588991,-0.19588,0.0271072,-26.3686,100.894
555,28,163.688,143.528,150,89.5799,-1.21306,0.193328,-0.558284,-26.3645,100.908
556,28,159.338,138.985,150,89.4943,0.126307,0.232732,0.0581306,-26.3684,100.895
557,28,165.447,139.335,150,90.0933,0.0104922,-0.0429696,0.0048299,-26.3751,100.938
558,28,161.567,143.01,150,89.4533,-0.816638,0.251551,-0.375782,-26.3621,100.868
559,28,160.995,137.283,150,89.2714,0.693444,0.335227,0.319097,-26.3619,100.868
560,28,168.264,141.089,150,90.9008,-0.550972,-0.414513,-0.253553,-26.363,100.88
561,28,162.857,143.725,150,89.8598,-0.481161,0.0645068,-0.22143,-26.3668,100.882
562,28,163.913,135.104,150,89.8495,1.11244,0.0692568,0.512033,-26.3687,100.928
