------ Begin Next Fly'm ------


"Begin Fly'm (Tue May 04 16:05:02 2021)"
"Ions Flown Separately, Comp Quality(3)"
"Number of Ions to Fly = 10000"
"Changes:","Mass","Charge","X","Y","Z","KE","Azm","Elv","Time of Birth"
" ","NO ","NO ","NO ","NO ","NO ","NO ","YES","YES","NO "


"Ion N","Mass","X","Y","Z","Azm","Elv","Vx","Vy","Vz","KE"
8364,28,165.416,143.064,150,90.5558,-1.06475,-0.255737,-0.489984,-26.3626,100.887
8365,28,167.299,138.476,150,90.2777,0.118091,-0.127794,0.054344,-26.3664,100.874
8366,28,165.091,136.208,150,90.6088,1.04612,-0.280141,0.481399,-26.3618,100.881
8367,28,164.922,139.47,150,90.0582,-0.00103354,-0.0267971,-0.000475797,-26.3765,100.949
8368,28,167.053,137.521,150,90.7874,0.716574,-0.362302,0.329744,-26.3618,100.871
8369,28,164.588,140.5,150,90.037,-0.0765294,-0.0170355,-0.0352291,-26.3752,100.939
8370,28,163.677,135.747,150,89.9623,0.374586,0.0173395,0.172403,-26.3699,100.903
8371,28,167.152,142.129,150,90.3055,-0.305996,-0.140565,-0.1408,-26.3634,100.854
8372,28,164.329,144.547,150,90.103,-0.816248,-0.047426,-0.375699,-26.37,100.92
8373,28,162.797,138.185,150,89.9154,0.100717,0.0389437,0.0463565,-26.3711,100.908
8374,28,161.847,136.907,150,89.7891,0.269648,0.0970297,0.124078,-26.3642,100.858
8375,28,169.119,139.939,150,90.5914,-0.0367548,-0.272229,-0.016919,-26.373,100.933
8376,28,166.76,142.856,150,90.5637,-0.752525,-0.259362,-0.346275,-26.3619,100.864
8377,28,164.851,136.044,150,90.0933,0.338944,-0.0429229,0.155988,-26.3681,100.888
8378,28,167.888,141.916,150,90.4455,-0.356797,-0.204968,-0.164173,-26.3624,100.851
8379,28,165.518,135.525,150,90.2809,0.582554,-0.129244,0.268071,-26.3643,100.868
8380,28,166.174,143.361,150,90.4487,-0.763662,-0.20647,-0.351403,-26.3626,100.866
8381,28,161.495,143.247,150,89.6014,-0.62087,0.1834,-0.285683,-26.362,100.855
8382,28,159.991,141.163,150,89.0691,-0.633092,0.428359,-0.291349,-26.363,100.884
8383,28,168.022,138.201,150,90.8029,0.513382,-0.369466,0.236248,-26.3631,100.874
8384,28,162.063,142.631,150,89.3392,-1.04626,0.304023,-0.481446,-26.3605,100.874
8385,28,163.556,144.254,150,89.9281,-0.598619,0.0330754,-0.275505,-26.3686,100.899
8386,28,167.332,142.126,150,90.3389,-0.323472,-0.155929,-0.148839,-26.3627,100.85
8387,28,161.214,139.35,150,89.8,0.0172162,0.0920448,0.00792421,-26.3717,100.913
8388,28,168.578,138.499,150,90.6327,0.283967,-0.291155,0.130679,-26.3651,100.877
8389,28,164.674,143.884,150,90.0853,-0.492628,-0.0392489,-0.226719,-26.3681,100.893
8390,28,168.127,138.111,150,90.7321,0.458318,-0.336896,0.210905,-26.3632,100.87
8391,28,165.27,144.043,150,90.2651,-0.726779,-0.121995,-0.334459,-26.3655,100.883
8392,28,168.941,140.684,150,90.7991,-0.314407,-0.367772,-0.144699,-26.3662,100.893
8393,28,167.108,140.809,150,90.2376,-0.122522,-0.109358,-0.0563881,-26.3688,100.892
8394,28,168.744,138.734,150,90.6623,0.255428,-0.304782,0.117548,-26.3657,100.881
8395,28,164.488,141.423,150,90.0328,-0.150478,-0.0151199,-0.0692638,-26.3726,100.92
8396,28,168.63,140.549,150,90.9765,-0.427216,-0.449379,-0.196623,-26.3657,100.901
8397,28,167.258,141.697,150,90.8637,-0.829355,-0.397387,-0.381643,-26.3609,100.873
8398,28,160.132,138.945,150,89.6655,0.0817158,0.15395,0.0376075,-26.3683,100.89
8399,28,165.812,135.723,150,90.3581,0.615455,-0.164759,0.283203,-26.3633,100.863
8400,28,169.303,140.075,150,90.7367,-0.0828544,-0.339111,-0.0381398,-26.3724,100.934
8401,28,159.436,141.264,150,89.2864,-0.414102,0.328386,-0.190564,-26.3642,100.876
8402,28,166.905,141.246,150,90.2286,-0.166693,-0.105184,-0.0767082,-26.3659,100.87
8403,28,161.257,140.567,150,89.8023,-0.0932162,0.0909851,-0.0429026,-26.3701,100.901
8404,28,165.354,138.447,150,90.0931,0.0800151,-0.042853,0.0368308,-26.3731,100.923
8405,28,165.941,136.533,150,90.208,0.318834,-0.0957095,0.146712,-26.3643,100.86
8406,28,162.078,136.639,150,89.8023,0.298569,0.0909908,0.137388,-26.3645,100.861
8407,28,161.387,137.391,150,89.757,0.225802,0.11181,0.103905,-26.3648,100.863
8408,28,159.965,138.552,150,89.0867,0.540154,0.420246,0.248576,-26.3631,100.881
8409,28,166.469,136.825,150,90.6847,0.765504,-0.315055,0.352259,-26.3621,100.871
8410,28,161.292,136.708,150,89.3969,0.665082,0.277487,0.30603,-26.3614,100.858
8411,28,165.978,138.413,150,90.1441,0.0913921,-0.0663346,0.0420613,-26.3691,100.893
8412,28,168.929,140.63,150,90.8339,-0.321893,-0.38375,-0.148141,-26.3656,100.89
8413,28,160.884,137.781,150,89.711,0.200995,0.13298,0.092488,-26.3642,100.859
8414,28,168.883,140.247,150,90.5243,-0.0928455,-0.241288,-0.0427309,-26.3685,100.896
8415,28,161.598,137.401,150,89.7854,0.212434,0.0987452,0.0977561,-26.3656,100.868
8416,28,166.032,140.133,150,90.136,-0.0512561,-0.0626181,-0.0235927,-26.3726,100.92
8417,28,160.964,142.542,150,89.6674,-0.388149,0.153018,-0.178596,-26.3623,100.848
8418,28,164.996,135.722,150,90.1264,0.408187,-0.0581909,0.187853,-26.3678,100.888
8419,28,160.41,138.586,150,88.9957,0.659631,0.4621,0.30355,-26.3613,100.877
8420,28,166.307,136.177,150,90.4761,0.633078,-0.219081,0.291316,-26.3631,100.866
8421,28,161.551,143.263,150,89.5646,-0.679124,0.200327,-0.312493,-26.3622,100.859
8422,28,168.394,141.144,150,90.8461,-0.513173,-0.389348,-0.23616,-26.3637,100.881
8423,28,159.791,140.402,150,89.6247,-0.0966243,0.172735,-0.0444678,-26.3677,100.886
8424,28,169.062,139.758,150,91.0405,0.152683,-0.478963,0.0702841,-26.3704,100.936
8425,28,165.745,139.021,150,90.118,0.037085,-0.054328,0.0170685,-26.3706,100.904
8426,28,165.821,142.02,150,90.1431,-0.226336,-0.0658315,-0.104153,-26.3656,100.868
8427,28,162.422,143.21,150,89.4705,-0.994035,0.243639,-0.457421,-26.3618,100.875
8428,28,159.745,138.586,150,89.1309,0.479295,0.399929,0.22057,-26.3637,100.881
8429,28,164.718,140.668,150,90.0458,-0.089866,-0.0210735,-0.041367,-26.3743,100.932
8430,28,160.2,142.007,150,89.3215,-0.600205,0.312175,-0.276186,-26.362,100.863
8431,28,164.117,134.774,150,90.0308,0.700479,-0.0141585,0.322447,-26.3733,100.94
8432,28,164.023,134.751,150,90.0131,0.91474,-0.00601606,0.421107,-26.3743,100.958
8433,28,164.821,135.462,150,90.3986,0.951603,-0.183405,0.437938,-26.3651,100.894
8434,28,166.356,141.206,150,90.1733,-0.149698,-0.0797602,-0.0688926,-26.3679,100.884
8435,28,167.7,141.972,150,90.4034,-0.336962,-0.185632,-0.155047,-26.3627,100.852
8436,28,167.337,138.029,150,90.8858,0.700809,-0.40758,0.322488,-26.361,100.87
8437,28,159.619,138.305,150,89.3011,0.380002,0.321614,0.17487,-26.3642,100.874
8438,28,168.344,140.336,150,91.1016,-0.489916,-0.506952,-0.225469,-26.3631,100.891
8439,28,159.854,141.588,150,89.2504,-0.553745,0.344912,-0.254822,-26.3633,100.874
8440,28,163.548,136.376,150,89.957,0.280458,0.0197696,0.129077,-26.3694,100.897
8441,28,168.726,138.888,150,90.813,0.330452,-0.374131,0.152085,-26.3664,100.895
8442,28,165.412,143.442,150,90.1582,-0.436083,-0.0727813,-0.20067,-26.3648,100.866
8443,28,160.26,142.15,150,89.3723,-0.580292,0.288844,-0.267024,-26.3625,100.864
8444,28,164,143.974,150,89.7191,-1.19874,0.129286,-0.551717,-26.366,100.915
8445,28,168.615,141.236,150,90.6014,-0.322168,-0.27674,-0.148253,-26.3643,100.87
8446,28,167.195,138.793,150,90.2522,0.0786269,-0.116087,0.0361863,-26.3688,100.892
8447,28,167.679,141.831,150,90.7729,-0.685898,-0.355616,-0.315627,-26.3619,100.87
8448,28,164.086,134.719,150,90.0357,0.841851,-0.0164383,0.387542,-26.3739,100.951
8449,28,161.91,141.441,150,89.8454,-0.169931,0.0711328,-0.0782004,-26.3668,100.876
8450,28,159.512,139.145,150,89.0205,0.413804,0.450782,0.190446,-26.365,100.896
8451,28,161.01,136.953,150,89.6349,0.358591,0.16799,0.164994,-26.3619,100.845
8452,28,163.744,140.846,150,89.984,-0.102217,0.0073576,-0.0470578,-26.3773,100.955
8453,28,162.51,143.809,150,89.7808,-0.567833,0.100843,-0.26129,-26.3637,100.862
8454,28,164.546,144.337,150,90.1018,-0.652749,-0.0468573,-0.300418,-26.3684,100.9
8455,28,159.656,138.296,150,89.2823,0.400203,0.330237,0.184165,-26.3638,100.872
8456,28,159.551,139.832,150,89.5951,-0.0211456,0.186357,-0.00973343,-26.3729,100.926
8457,28,160.288,138.926,150,88.9264,0.631837,0.494039,0.290773,-26.3619,100.885
8458,28,165.183,143.786,150,90.1531,-0.508615,-0.0704535,-0.234062,-26.3664,100.881
8459,28,162.871,139.956,150,89.9293,-0.0364558,0.0325648,-0.0167833,-26.3775,100.957
8460,28,169.236,140.261,150,90.8404,-0.188744,-0.386843,-0.086881,-26.371,100.929
8461,28,160.838,136.912,150,89.5082,0.475138,0.226268,0.218626,-26.362,100.852
8462,28,162.417,137.004,150,89.1812,1.01156,0.376722,0.465482,-26.3599,100.874
8463,28,168.695,140.148,150,91.0841,-0.371884,-0.498951,-0.171163,-26.3657,100.907
8464,28,165.752,136.704,150,90.1734,0.278894,-0.0797788,0.128333,-26.3644,100.86
8465,28,164.368,134.961,150,90.2011,0.933843,-0.0925519,0.429836,-26.37,100.927
8466,28,158.942,140.491,150,89.1764,-0.263634,0.379034,-0.121334,-26.3667,100.897
8467,28,163.694,141.222,150,89.9802,-0.131812,0.009131,-0.060678,-26.3753,100.94
8468,28,158.747,140.234,150,89.1687,-0.172228,0.382632,-0.0792776,-26.3707,100.926
8469,28,162.42,143.766,150,89.6336,-0.797403,0.168593,-0.366951,-26.3643,100.879
8470,28,168.543,139.008,150,90.9224,0.398011,-0.424463,0.183168,-26.3641,100.885
8471,28,159.736,138.602,150,89.557,0.161719,0.203857,0.0744187,-26.365,100.868
8472,28,165.255,143.549,150,90.1433,-0.447703,-0.0659377,-0.206025,-26.3659,100.874
8473,28,159.538,140.771,150,89.048,-0.492561,0.43809,-0.226679,-26.3636,100.885
8474,28,161.957,143.537,150,89.6938,-0.587471,0.140898,-0.27032,-26.3629,100.858
8475,28,159.963,141.487,150,89.1805,-0.605393,0.377095,-0.278589,-26.3626,100.875
8476,28,167.451,137.781,150,90.7966,0.641608,-0.366537,0.295244,-26.3617,100.868
8477,28,168.384,141.49,150,90.5494,-0.341523,-0.252811,-0.157157,-26.364,100.866
8478,28,164.717,142.448,150,90.0565,-0.253394,-0.0260167,-0.116622,-26.3697,100.899
8479,28,160.283,142.244,150,89.4912,-0.476297,0.234117,-0.219163,-26.3624,100.856
8480,28,168.986,139.892,150,91.1483,0.0282345,-0.528608,0.0129987,-26.3727,100.96
8481,28,160.784,138.262,150,89.7235,0.141869,0.127242,0.0652815,-26.3645,100.86
8482,28,165.745,136.065,150,90.5456,0.825863,-0.251052,0.380041,-26.3631,100.876
8483,28,161.531,136.651,150,89.3692,0.733132,0.290258,0.337349,-26.3615,100.863
8484,28,165.638,143.004,150,90.5781,-1.03017,-0.265999,-0.474049,-26.3614,100.876
8485,28,162.166,143.641,150,89.6201,-0.75307,0.174818,-0.346535,-26.3633,100.869
8486,28,163.56,144.214,150,89.932,-0.579779,0.0312767,-0.26684,-26.3692,100.903
8487,28,160.265,141.475,150,89.6505,-0.234916,0.160808,-0.1081,-26.3648,100.865
8488,28,168.747,138.782,150,90.7395,0.296851,-0.340302,0.136617,-26.3663,100.89
8489,28,166.458,142.175,150,90.7866,-0.988632,-0.361887,-0.454913,-26.3592,100.866
8490,28,159.341,141.146,150,89.2806,-0.385345,0.331048,-0.177331,-26.3643,100.876
8491,28,158.766,139.551,150,89.2049,0.104926,0.365961,0.048296,-26.3699,100.918
8492,28,165.305,143.573,150,90.1525,-0.457093,-0.0701858,-0.21034,-26.3651,100.869
8493,28,160.947,136.926,150,89.4092,0.587036,0.271857,0.270126,-26.3624,100.862
8494,28,168.695,140.997,150,90.5593,-0.24933,-0.25737,-0.114732,-26.3638,100.863
8495,28,158.987,140.104,150,88.9698,-0.248965,0.474172,-0.1146,-26.3693,100.928
8496,28,159.645,140.333,150,89.6011,-0.0902794,0.18359,-0.041549,-26.3684,100.892
8497,28,161.269,142.279,150,89.7465,-0.300604,0.116653,-0.138318,-26.3632,100.852
8498,28,160.967,141.4,150,89.0378,-0.908767,0.442723,-0.41819,-26.3601,100.877
8499,28,163.994,134.746,150,89.9973,0.917241,0.00125928,0.422262,-26.3745,100.959
8500,28,163.845,144.346,150,89.8125,-1.06384,0.0862829,-0.489674,-26.3694,100.93
8501,28,168.334,140.482,150,90.3999,-0.111481,-0.18405,-0.0513062,-26.3682,100.891
8502,28,169.183,139.396,150,90.73,0.128088,-0.335999,0.0589577,-26.3706,100.92
8503,28,163.907,135.44,150,89.6938,1.17022,0.140913,0.538577,-26.3654,100.909
8504,28,166.982,141.406,150,90.2424,-0.18855,-0.111539,-0.0867613,-26.3643,100.858
8505,28,164.379,144.438,150,90.0781,-0.685521,-0.0359275,-0.315517,-26.3696,100.911
8506,28,167.25,141.936,150,90.7987,-0.801328,-0.367477,-0.368742,-26.3611,100.871
8507,28,159.72,138.542,150,89.1534,0.46745,0.389585,0.215115,-26.3634,100.878
8508,28,159.622,140.552,150,88.9639,-0.496405,0.476804,-0.22845,-26.363,100.886
8509,28,158.963,140.502,150,89.1661,-0.276858,0.383783,-0.127418,-26.3662,100.894
8510,28,162.726,143.517,150,89.5432,-0.985709,0.210171,-0.453614,-26.3635,100.886
8511,28,168.571,140.573,150,90.984,-0.446388,-0.452825,-0.205443,-26.3651,100.897
8512,28,163.493,134.868,150,89.8595,0.726697,0.0646555,0.334484,-26.3706,100.92
8513,28,163.224,135.07,150,89.84,0.621822,0.0736159,0.286188,-26.3688,100.902
8514,28,160.167,138.03,150,89.5961,0.22448,0.185841,0.103294,-26.3637,100.857
8515,28,167.028,142.031,150,90.793,-0.852227,-0.364865,-0.392159,-26.3606,100.869
8516,28,167.977,137.763,150,90.5868,0.39644,-0.269988,0.182421,-26.3628,100.859
8517,28,167.657,142.064,150,90.4079,-0.356197,-0.187691,-0.163896,-26.3623,100.849
8518,28,159.681,138.399,150,89.2233,0.429861,0.357402,0.197815,-26.3636,100.874
8519,28,159.604,140.921,150,89.5546,-0.18689,0.204944,-0.0860038,-26.3658,100.874
8520,28,165.608,142.797,150,90.1469,-0.32272,-0.0676076,-0.148501,-26.3645,100.861
8521,28,163.676,144.432,150,89.9369,-0.668189,0.029036,-0.307549,-26.3705,100.917
8522,28,162.635,136.384,150,89.3488,1.00351,0.299606,0.461784,-26.3613,100.877
8523,28,165.425,136.793,150,90.1311,0.251073,-0.0603127,0.115541,-26.3666,100.876
8524,28,160.68,142.548,150,89.431,-0.627009,0.261808,-0.288513,-26.3619,100.859
8525,28,163.691,135.815,150,89.9651,0.363058,0.016075,0.167098,-26.3701,100.904
8526,28,166.256,136.891,150,90.7323,0.833662,-0.336968,0.383628,-26.3619,100.875
8527,28,161.494,142.282,150,89.7767,-0.286908,0.102772,-0.132024,-26.3648,100.863
8528,28,160.326,141.163,150,89.0162,-0.73217,0.452676,-0.336941,-26.3619,100.883
8529,28,166.983,142.386,150,90.3012,-0.342388,-0.138602,-0.157543,-26.3629,100.851
8530,28,159.477,138.422,150,89.3583,0.305573,0.295269,0.140619,-26.3646,100.873
8531,28,163.811,134.758,150,89.9384,0.783065,0.0283338,0.360456,-26.3724,100.936
8532,28,163.273,140.065,150,89.9551,-0.0443468,0.0206685,-0.020416,-26.3774,100.955
8533,28,165.208,141.852,150,90.0878,-0.195652,-0.0404294,-0.0900502,-26.3706,100.905
8534,28,163.654,144.415,150,89.8062,-0.967005,0.0891974,-0.445101,-26.3699,100.929
8535,28,166.638,141.377,150,90.2037,-0.174899,-0.0937349,-0.0804856,-26.3663,100.873
8536,28,168.757,139.625,150,90.4818,0.0152473,-0.221752,0.00701808,-26.3714,100.917
8537,28,163.477,135.05,150,89.9009,0.584129,0.0456283,0.268841,-26.369,100.902
8538,28,167.408,142.398,150,90.6184,-0.649631,-0.284511,-0.298917,-26.361,100.855
8539,28,168.244,139.467,150,90.3785,0.0253232,-0.174225,0.011655,-26.3697,100.901
8540,28,168.769,139.133,150,90.8915,0.32651,-0.410295,0.150272,-26.3661,100.897
8541,28,159.863,138.281,150,89.5497,0.213538,0.20719,0.0982642,-26.3649,100.868
8542,28,163.641,143.068,150,89.9681,-0.326785,0.0147008,-0.150404,-26.3702,100.904
8543,28,166.609,142.125,150,90.7951,-0.953989,-0.365819,-0.438996,-26.3607,100.876
8544,28,159.682,141.495,150,89.2737,-0.493705,0.334218,-0.227189,-26.3631,100.87
8545,28,168.302,141.59,150,90.5401,-0.356839,-0.248522,-0.164202,-26.3636,100.863
8546,28,164.52,144.107,150,90.0747,-0.545704,-0.0343889,-0.251147,-26.3682,100.894
8547,28,166.445,140.64,150,90.172,-0.0971983,-0.0791412,-0.0447349,-26.3699,100.899
8548,28,160.263,140.844,150,88.9301,-0.705918,0.49228,-0.324852,-26.3607,100.878
8549,28,166.34,136.185,150,90.3649,0.499479,-0.167919,0.229828,-26.3625,100.854
8550,28,168.998,140.022,150,91.0741,-0.228353,-0.494416,-0.105116,-26.3698,100.935
8551,28,159.997,137.795,150,89.4474,0.363267,0.254249,0.16715,-26.362,100.851
8552,28,158.971,139.422,150,89.0981,0.225876,0.41513,0.103968,-26.3691,100.919
8553,28,167.846,141.91,150,90.708,-0.605224,-0.325753,-0.278495,-26.3617,100.863
8554,28,164.771,144.252,150,90.2455,-0.860391,-0.112961,-0.395966,-26.3662,100.895
8555,28,164.053,144.517,150,90.0113,-0.687957,-0.00521248,-0.316681,-26.3732,100.938
8556,28,161.766,142.627,150,89.791,-0.32665,0.0961778,-0.150306,-26.3639,100.857
8557,28,168.9,140.478,150,90.915,-0.3407,-0.421094,-0.156806,-26.3664,100.901
8558,28,165.996,136.116,150,90.2642,0.422961,-0.121568,0.194618,-26.3629,100.853
8559,28,160.953,139.4,150,89.775,0.01506,0.103566,0.00693144,-26.3705,100.904
8560,28,166.668,136.484,150,90.5006,0.586703,-0.230324,0.269962,-26.3619,100.855
8561,28,169.056,140.599,150,90.7446,-0.250477,-0.34266,-0.115279,-26.3673,100.897
8562,28,165.866,143.618,150,90.2707,-0.569711,-0.124568,-0.262147,-26.363,100.857
8563,28,168.035,139.692,150,90.3404,-0.0064024,-0.156684,-0.00294689,-26.3716,100.915
8564,28,161.373,136.445,150,89.6135,0.465353,0.177821,0.214116,-26.3615,100.845
8565,28,163.522,135.998,150,89.4914,1.16293,0.234029,0.535177,-26.3626,100.892
8566,28,160.615,140.345,150,89.7396,-0.077424,0.11985,-0.0356332,-26.3692,100.895
8567,28,161.458,143.167,150,89.5326,-0.699976,0.215059,-0.32209,-26.3621,100.861
8568,28,169.15,139.986,150,91.0337,-0.124794,-0.475823,-0.0574471,-26.371,100.94
8569,28,164.525,138.694,150,90.0341,0.0556854,-0.0157043,0.0256342,-26.3755,100.941
8570,28,159.921,141.875,150,89.3908,-0.478821,0.280329,-0.220332,-26.3629,100.863
8571,28,163.611,144.463,150,89.9144,-0.71081,0.0394064,-0.327155,-26.3694,100.91
8572,28,167.462,139.098,150,90.2782,0.052333,-0.128041,0.0240843,-26.3679,100.885
8573,28,164.016,143.764,150,90.3334,-1.23283,-0.15341,-0.567373,-26.3641,100.904
8574,28,159.773,138.552,150,89.1335,0.486652,0.398746,0.223954,-26.3636,100.88
8575,28,165.246,142.646,150,90.1051,-0.287815,-0.0483604,-0.132456,-26.3679,100.886
8576,28,168.648,140.621,150,90.9484,-0.429432,-0.436469,-0.197638,-26.3652,100.896
8577,28,160.157,140.681,150,88.8966,-0.650663,0.507745,-0.299429,-26.361,100.881
8578,28,163.552,136.109,150,89.9539,0.316414,0.0212074,0.145628,-26.3698,100.901
8579,28,167.875,138.473,150,90.3695,0.149761,-0.170029,0.0689135,-26.3644,100.861
8580,28,167.458,142.075,150,90.7304,-0.714811,-0.336067,-0.328921,-26.3612,100.864
8581,28,163.752,141.872,150,89.9828,-0.18956,0.00791877,-0.0872567,-26.3738,100.929
8582,28,168.516,139.794,150,90.4204,-0.0152693,-0.193516,-0.00702846,-26.3725,100.924
8583,28,163.945,144.541,150,89.9384,-1.02626,0.0283648,-0.472413,-26.3718,100.946
8584,28,166.79,136.765,150,90.6029,0.649493,-0.277405,0.298856,-26.3613,100.857
8585,28,163.391,141.865,150,89.957,-0.191413,0.0197806,-0.0881018,-26.3715,100.912
8586,28,167.134,137.65,150,90.811,0.712195,-0.37315,0.327733,-26.362,100.874
8587,28,165.443,142.078,150,90.1102,-0.223456,-0.050701,-0.102838,-26.3683,100.888
8588,28,160.602,141.8,150,89.6811,-0.264563,0.146716,-0.121736,-26.3634,100.854
8589,28,165.662,141.324,150,90.1172,-0.151527,-0.0539368,-0.0697362,-26.3687,100.89
8590,28,164.401,144.35,150,90.2166,-0.969574,-0.0996824,-0.446261,-26.3685,100.918
8591,28,164.23,144.369,150,90.0407,-0.627006,-0.0187134,-0.288594,-26.3706,100.916
8592,28,161.99,139.259,150,89.8639,0.0194014,0.0626457,0.00892987,-26.3714,100.91
8593,28,161.369,136.421,150,89.592,0.487764,0.187715,0.224429,-26.3615,100.847
8594,28,167.198,138.347,150,90.2703,0.130216,-0.124374,0.0599215,-26.3654,100.867
8595,28,164.02,134.743,150,90.0057,0.707429,-0.0026439,0.325664,-26.3747,100.95
8596,28,168.78,140.652,150,90.8965,-0.386332,-0.412553,-0.177802,-26.3658,100.896
8597,28,168.536,141.355,150,90.6295,-0.368581,-0.289662,-0.16961,-26.3638,100.868
8598,28,162.97,136.756,150,89.9079,0.241619,0.0423718,0.1112,-26.369,100.893
8599,28,162.206,136.117,150,89.4414,0.825031,0.25703,0.379656,-26.3629,100.875
8600,28,163.979,135.451,150,89.9975,0.428932,0.0011656,0.197434,-26.3723,100.922
8601,28,166.996,138.552,150,91.0488,0.827447,-0.482564,0.380773,-26.36,100.878
8602,28,159.368,139.024,150,89.1004,0.36878,0.413997,0.169718,-26.3648,100.889
8603,28,160.117,139.083,150,89.6665,0.0650391,0.153465,0.029932,-26.3679,100.887
8604,28,158.887,139.611,150,89.3938,0.0356225,0.279029,0.0163969,-26.3715,100.922
8605,28,164.043,134.747,150,90.0222,0.90159,-0.0102358,0.415057,-26.3746,100.959
8606,28,164.297,144.545,150,90.0793,-0.77136,-0.0364843,-0.35504,-26.3703,100.92
8607,28,163.62,144.52,150,89.8897,-0.798107,0.0507739,-0.36734,-26.3695,100.915
8608,28,167.432,141.911,150,90.3345,-0.288151,-0.153935,-0.13259,-26.3634,100.854
8609,28,168.899,140.811,150,90.6365,-0.24758,-0.292893,-0.113936,-26.3656,100.88
8610,28,158.808,139.447,150,89.2053,0.142208,0.365763,0.0654578,-26.3704,100.922
8611,28,164.113,134.728,150,90.045,0.831858,-0.0207018,0.38293,-26.3732,100.945
8612,28,167.476,137.77,150,90.7884,0.633156,-0.362759,0.291357,-26.362,100.869
8613,28,160.436,138.915,150,88.9073,0.670647,0.502803,0.308623,-26.3607,100.879
8614,28,160.633,142.478,150,89.5857,-0.442553,0.190623,-0.20363,-26.362,100.849
8615,28,162.955,140.617,150,89.9329,-0.0866237,0.0308986,-0.0398738,-26.3738,100.928
8616,28,158.905,139.248,150,89.271,0.168557,0.335549,0.077582,-26.3694,100.912
8617,28,169.312,139.705,150,90.8404,0.0629034,-0.386831,0.0289566,-26.3723,100.939
8618,28,169.248,140.11,150,90.8973,-0.143227,-0.413006,-0.0659298,-26.371,100.932
8619,28,159.893,140.587,150,88.9184,-0.57278,0.497697,-0.263592,-26.3618,100.883
8620,28,162.042,143.255,150,89.7775,-0.439109,0.102369,-0.202056,-26.364,100.86
8621,28,168.48,141.384,150,90.57,-0.332543,-0.262305,-0.153023,-26.3637,100.864
8622,28,164.893,135.498,150,90.1262,0.4571,-0.0580845,0.210362,-26.3675,100.887
8623,28,162.097,143.589,150,89.7275,-0.564386,0.125388,-0.259698,-26.3631,100.858
8624,28,163.127,135.678,150,89.5409,0.993983,0.211249,0.457433,-26.3641,100.891
8625,28,168.709,138.95,150,90.5346,0.142656,-0.246017,0.0656529,-26.3675,100.889
8626,28,169.198,139.904,150,91.0389,-0.0243479,-0.478282,-0.0112096,-26.3743,100.965
8627,28,164.026,135.481,150,90.0036,0.422524,-0.00167407,0.194486,-26.3725,100.924
8628,28,162.345,143.446,150,89.8049,-0.459924,0.0897563,-0.211634,-26.3639,100.86
8629,28,164.094,144.626,150,90.0355,-0.856921,-0.0163581,-0.394474,-26.3735,100.949
8630,28,159.914,138.032,150,89.2865,0.457795,0.328339,0.210664,-26.3632,100.869
8631,28,163.252,135.025,150,89.8327,0.654369,0.0770141,0.301166,-26.3685,100.901
8632,28,162.826,144.013,150,89.6919,-0.828738,0.141765,-0.381396,-26.366,100.893
8633,28,166.858,136.993,150,90.6689,0.678867,-0.307752,0.312381,-26.3616,100.863
8634,28,161.54,137.97,150,89.044,0.904086,0.439855,0.41602,-26.3591,100.869
8635,28,160.039,141.98,150,89.3848,-0.517425,0.283078,-0.2381,-26.3631,100.866
8636,28,167.081,142.8,150,90.4972,-0.605204,-0.228755,-0.278474,-26.3616,100.854
8637,28,168.339,139.883,150,90.3845,-0.0284697,-0.176999,-0.0131043,-26.3721,100.92
8638,28,164.257,137.075,150,90.0208,0.194976,-0.00957611,0.0897454,-26.3725,100.92
8639,28,168.215,138.609,150,90.8871,0.490422,-0.408196,0.225692,-26.3637,100.883
8640,28,158.894,139.309,150,89.2179,0.179686,0.359983,0.082706,-26.3696,100.916
8641,28,163.398,135.929,150,89.497,1.11941,0.231433,0.515137,-26.3622,100.886
8642,28,162.383,139.257,150,89.8942,0.0172835,0.0487212,0.00795559,-26.3732,100.924
8643,28,168.086,139.809,150,90.3459,-0.0200855,-0.1592,-0.00924522,-26.3723,100.921
8644,28,165.577,143.856,150,90.2737,-0.653271,-0.12595,-0.300615,-26.3643,100.871
8645,28,158.995,140.188,150,89.4403,-0.0862664,0.257596,-0.0397049,-26.3697,100.906
8646,28,159.664,138.587,150,89.5335,0.174344,0.214639,0.0802245,-26.3638,100.859
8647,28,160.617,141.716,150,89.6895,-0.250279,0.142851,-0.115165,-26.3638,100.857
8648,28,161.286,141.945,150,89.1626,-0.94607,0.385285,-0.435351,-26.3605,100.875
8649,28,165.587,137.167,150,90.1364,0.210004,-0.0627577,0.0966398,-26.3662,100.872
8650,28,159.83,141.787,150,89.4343,-0.420312,0.26028,-0.193406,-26.3629,100.86
8651,28,159.534,141.422,150,89.4174,-0.35021,0.268084,-0.161151,-26.3634,100.862
8652,28,159.997,141.922,150,89.4894,-0.403632,0.234929,-0.185721,-26.3618,100.849
8653,28,159.239,140.387,150,89.0098,-0.374178,0.455691,-0.172208,-26.3649,100.894
8654,28,164.424,135.117,150,90.2566,0.969429,-0.118082,0.44617,-26.367,100.907
8655,28,168.234,141.15,150,90.8882,-0.561532,-0.408699,-0.258411,-26.3629,100.879
8656,28,169.002,140.171,150,91.0006,-0.264571,-0.460524,-0.121773,-26.3672,100.91
